"Rotation","ABMI Site","Year","Field Date","Field Crew Member(s)","Nearest Town","Public Latitude","Public Longitude","Collection Methodology","Point Count Station","Subpoint","Elevation (metres)","Slope (degrees)","Aspect (degrees)"
Rotation 2,1058,2015,14-Jul-15,CZA,DNC,53.439003,-111.241508,2,7,P,       665,0,VNA,
Rotation 2,1058,2015,14-Jul-15,CZA,DNC,53.439003,-111.241508,2,7,S,       665,0,VNA,
Rotation 2,1058,2015,14-Jul-15,CZA,DNC,53.439003,-111.241508,2,9,P,       665,4,335,
Rotation 2,1058,2015,14-Jul-15,CZA,DNC,53.439003,-111.241508,2,9,S,       665,4,335,
Rotation 2,1150,2015,10-Jun-15,ASC,DNC,53.137333,-113.142067,1,1,P,       754,4,223,
Rotation 2,1150,2015,10-Jun-15,ASC,DNC,53.137333,-113.142067,1,1,S,       754,4,223,
Rotation 2,1150,2015,10-Jun-15,ASC,DNC,53.137333,-113.142067,1,2,P,       754,0,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,DNC,53.137333,-113.142067,1,2,S,       754,0,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,DNC,53.137333,-113.142067,1,3,P,       754,5,189,
Rotation 2,1150,2015,10-Jun-15,ASC,DNC,53.137333,-113.142067,1,3,S,       754,5,189,
Rotation 2,1150,2015,10-Jun-15,ASC,DNC,53.137333,-113.142067,1,4,P,       754,2,296,
Rotation 2,1150,2015,10-Jun-15,ASC,DNC,53.137333,-113.142067,1,4,S,       754,2,296,
Rotation 2,1150,2015,10-Jun-15,ASC,DNC,53.137333,-113.142067,1,5,P,       754,0,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,DNC,53.137333,-113.142067,1,5,S,       754,0,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,DNC,53.137333,-113.142067,1,6,P,       754,2,183,
Rotation 2,1150,2015,10-Jun-15,ASC,DNC,53.137333,-113.142067,1,6,S,       754,2,183,
Rotation 2,1150,2015,10-Jun-15,ASC,DNC,53.137333,-113.142067,1,7,P,       754,0,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,DNC,53.137333,-113.142067,1,7,S,       754,0,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,DNC,53.137333,-113.142067,1,8,P,       754,2,103,
Rotation 2,1150,2015,10-Jun-15,ASC,DNC,53.137333,-113.142067,1,8,S,       754,2,103,
Rotation 2,1150,2015,10-Jun-15,ASC,DNC,53.137333,-113.142067,1,9,P,       754,0,VNA,
Rotation 2,1150,2015,10-Jun-15,ASC,DNC,53.137333,-113.142067,1,9,S,       754,0,VNA,
Rotation 2,1150,2015,25-Jul-15,MBO,DNC,53.137333,-113.142067,2,1,P,       754,DNC,DNC,
Rotation 2,1150,2015,25-Jul-15,MBO,DNC,53.137333,-113.142067,2,1,S,       754,DNC,DNC,
Rotation 2,1150,2015,25-Jul-15,MBO,DNC,53.137333,-113.142067,2,3,P,       754,3,356,
Rotation 2,1150,2015,25-Jul-15,MBO,DNC,53.137333,-113.142067,2,3,S,       754,3,356,
Rotation 2,1150,2015,25-Jul-15,MBO,DNC,53.137333,-113.142067,2,5,P,       754,0,VNA,
Rotation 2,1150,2015,25-Jul-15,MBO,DNC,53.137333,-113.142067,2,5,S,       754,0,VNA,
Rotation 2,1150,2015,25-Jul-15,MBO,DNC,53.137333,-113.142067,2,7,P,       754,0,VNA,
Rotation 2,1150,2015,25-Jul-15,MBO,DNC,53.137333,-113.142067,2,7,S,       754,0,VNA,
Rotation 2,1150,2015,25-Jul-15,MBO,DNC,53.137333,-113.142067,2,9,P,       754,0,VNA,
Rotation 2,1150,2015,25-Jul-15,MBO,DNC,53.137333,-113.142067,2,9,S,       754,0,VNA,
Rotation 2,1190,2015,16-Jun-15,DMI,DNC,52.711926,-111.237335,1,1,P,       662,0,VNA,
Rotation 2,1190,2015,16-Jun-15,DMI,DNC,52.711926,-111.237335,1,1,S,       662,0,VNA,
Rotation 2,1190,2015,16-Jun-15,DMI,DNC,52.711926,-111.237335,1,2,P,       662,0,VNA,
Rotation 2,1190,2015,16-Jun-15,DMI,DNC,52.711926,-111.237335,1,2,S,       662,0,VNA,
Rotation 2,1190,2015,16-Jun-15,DMI,DNC,52.711926,-111.237335,1,3,P,       662,16,355,
Rotation 2,1190,2015,16-Jun-15,DMI,DNC,52.711926,-111.237335,1,3,S,       662,16,355,
Rotation 2,1190,2015,16-Jun-15,DMI,DNC,52.711926,-111.237335,1,4,P,       662,4,104,
Rotation 2,1190,2015,16-Jun-15,DMI,DNC,52.711926,-111.237335,1,4,S,       662,4,104,
Rotation 2,1190,2015,16-Jun-15,DMI,DNC,52.711926,-111.237335,1,5,P,       662,0,VNA,
Rotation 2,1190,2015,16-Jun-15,DMI,DNC,52.711926,-111.237335,1,5,S,       662,0,VNA,
Rotation 2,1190,2015,16-Jun-15,DMI,DNC,52.711926,-111.237335,1,6,P,       662,0,VNA,
Rotation 2,1190,2015,16-Jun-15,DMI,DNC,52.711926,-111.237335,1,6,S,       662,0,VNA,
Rotation 2,1190,2015,16-Jun-15,DMI,DNC,52.711926,-111.237335,1,7,P,       662,11,270,
Rotation 2,1190,2015,16-Jun-15,DMI,DNC,52.711926,-111.237335,1,7,S,       662,11,270,
Rotation 2,1190,2015,16-Jun-15,DMI,DNC,52.711926,-111.237335,1,8,P,       662,0,VNA,
Rotation 2,1190,2015,16-Jun-15,DMI,DNC,52.711926,-111.237335,1,8,S,       662,0,VNA,
Rotation 2,1190,2015,16-Jun-15,DMI,DNC,52.711926,-111.237335,1,9,P,       662,0,VNA,
Rotation 2,1190,2015,16-Jun-15,DMI,DNC,52.711926,-111.237335,1,9,S,       662,0,VNA,
Rotation 2,1190,2015,06-Jul-15,MBO,DNC,52.711926,-111.237335,2,1,P,       662,DNC,DNC,
Rotation 2,1190,2015,06-Jul-15,MBO,DNC,52.711926,-111.237335,2,1,S,       662,DNC,DNC,
Rotation 2,1190,2015,06-Jul-15,MBO,DNC,52.711926,-111.237335,2,3,P,       662,10,356,
Rotation 2,1190,2015,06-Jul-15,MBO,DNC,52.711926,-111.237335,2,3,S,       662,10,356,
Rotation 2,1190,2015,06-Jul-15,MBO,DNC,52.711926,-111.237335,2,5,P,       662,0,VNA,
Rotation 2,1190,2015,06-Jul-15,MBO,DNC,52.711926,-111.237335,2,5,S,       662,0,VNA,
Rotation 2,1190,2015,06-Jul-15,MBO,DNC,52.711926,-111.237335,2,7,P,       662,4,256,
Rotation 2,1190,2015,06-Jul-15,MBO,DNC,52.711926,-111.237335,2,7,S,       662,4,256,
Rotation 2,1190,2015,06-Jul-15,MBO,DNC,52.711926,-111.237335,2,9,P,       662,0,VNA,
Rotation 2,1190,2015,06-Jul-15,MBO,DNC,52.711926,-111.237335,2,9,S,       662,0,VNA,
Rotation 2,1191,2015,17-Jun-15,DMI,DNC,52.651737,-110.923225,1,1,P,       683,0,VNA,
Rotation 2,1191,2015,17-Jun-15,DMI,DNC,52.651737,-110.923225,1,1,S,       683,0,VNA,
Rotation 2,1191,2015,17-Jun-15,DMI,DNC,52.651737,-110.923225,1,2,P,       683,0,VNA,
Rotation 2,1191,2015,17-Jun-15,DMI,DNC,52.651737,-110.923225,1,2,S,       683,0,VNA,
Rotation 2,1191,2015,17-Jun-15,DMI,DNC,52.651737,-110.923225,1,3,P,       683,12,230,
Rotation 2,1191,2015,17-Jun-15,DMI,DNC,52.651737,-110.923225,1,3,S,       683,12,230,
Rotation 2,1191,2015,17-Jun-15,DMI,DNC,52.651737,-110.923225,1,4,P,       683,0,VNA,
Rotation 2,1191,2015,17-Jun-15,DMI,DNC,52.651737,-110.923225,1,4,S,       683,0,VNA,
Rotation 2,1191,2015,17-Jun-15,DMI,DNC,52.651737,-110.923225,1,5,P,       683,0,VNA,
Rotation 2,1191,2015,17-Jun-15,DMI,DNC,52.651737,-110.923225,1,5,S,       683,0,VNA,
Rotation 2,1191,2015,17-Jun-15,DMI,DNC,52.651737,-110.923225,1,6,P,       683,0,VNA,
Rotation 2,1191,2015,17-Jun-15,DMI,DNC,52.651737,-110.923225,1,6,S,       683,0,VNA,
Rotation 2,1191,2015,17-Jun-15,DMI,DNC,52.651737,-110.923225,1,7,P,       683,0,VNA,
Rotation 2,1191,2015,17-Jun-15,DMI,DNC,52.651737,-110.923225,1,7,S,       683,0,VNA,
Rotation 2,1191,2015,17-Jun-15,DMI,DNC,52.651737,-110.923225,1,8,P,       683,0,VNA,
Rotation 2,1191,2015,17-Jun-15,DMI,DNC,52.651737,-110.923225,1,8,S,       683,0,VNA,
Rotation 2,1191,2015,17-Jun-15,DMI,DNC,52.651737,-110.923225,1,9,P,       683,0,VNA,
Rotation 2,1191,2015,17-Jun-15,DMI,DNC,52.651737,-110.923225,1,9,S,       683,0,VNA,
Rotation 2,1191,2015,05-Jul-15,MBO,DNC,52.651737,-110.923225,2,1,P,       683,DNC,DNC,
Rotation 2,1191,2015,05-Jul-15,MBO,DNC,52.651737,-110.923225,2,1,S,       683,DNC,DNC,
Rotation 2,1191,2015,05-Jul-15,MBO,DNC,52.651737,-110.923225,2,3,P,       683,12,242,
Rotation 2,1191,2015,05-Jul-15,MBO,DNC,52.651737,-110.923225,2,3,S,       683,12,242,
Rotation 2,1191,2015,05-Jul-15,MBO,DNC,52.651737,-110.923225,2,5,P,       683,0,VNA,
Rotation 2,1191,2015,05-Jul-15,MBO,DNC,52.651737,-110.923225,2,5,S,       683,0,VNA,
Rotation 2,1191,2015,05-Jul-15,MBO,DNC,52.651737,-110.923225,2,7,P,       683,0,VNA,
Rotation 2,1191,2015,05-Jul-15,MBO,DNC,52.651737,-110.923225,2,7,S,       683,0,VNA,
Rotation 2,1191,2015,05-Jul-15,MBO,DNC,52.651737,-110.923225,2,9,P,       683,0,VNA,
Rotation 2,1191,2015,05-Jul-15,MBO,DNC,52.651737,-110.923225,2,9,S,       683,0,VNA,
Rotation 2,1222,2015,12-Jun-15,CZA,DNC,52.555283,-111.23951,1,1,P,       672,0,VNA,
Rotation 2,1222,2015,12-Jun-15,CZA,DNC,52.555283,-111.23951,1,1,S,       672,0,VNA,
Rotation 2,1222,2015,12-Jun-15,CZA,DNC,52.555283,-111.23951,1,2,P,       672,4,180,
Rotation 2,1222,2015,12-Jun-15,CZA,DNC,52.555283,-111.23951,1,2,S,       672,4,180,
Rotation 2,1222,2015,12-Jun-15,CZA,DNC,52.555283,-111.23951,1,3,P,       672,4,349,
Rotation 2,1222,2015,12-Jun-15,CZA,DNC,52.555283,-111.23951,1,3,S,       672,4,349,
Rotation 2,1222,2015,12-Jun-15,CZA,DNC,52.555283,-111.23951,1,4,P,       672,4,251,
Rotation 2,1222,2015,12-Jun-15,CZA,DNC,52.555283,-111.23951,1,4,S,       672,4,251,
Rotation 2,1222,2015,12-Jun-15,CZA,DNC,52.555283,-111.23951,1,5,P,       672,2,88,
Rotation 2,1222,2015,12-Jun-15,CZA,DNC,52.555283,-111.23951,1,5,S,       672,2,88,
Rotation 2,1222,2015,12-Jun-15,CZA,DNC,52.555283,-111.23951,1,6,P,       672,6,69,
Rotation 2,1222,2015,12-Jun-15,CZA,DNC,52.555283,-111.23951,1,6,S,       672,6,69,
Rotation 2,1222,2015,12-Jun-15,CZA,DNC,52.555283,-111.23951,1,7,P,       672,0,VNA,
Rotation 2,1222,2015,12-Jun-15,CZA,DNC,52.555283,-111.23951,1,7,S,       672,0,VNA,
Rotation 2,1222,2015,12-Jun-15,CZA,DNC,52.555283,-111.23951,1,8,P,       672,2,252,
Rotation 2,1222,2015,12-Jun-15,CZA,DNC,52.555283,-111.23951,1,8,S,       672,2,252,
Rotation 2,1222,2015,12-Jun-15,CZA,DNC,52.555283,-111.23951,1,9,P,       672,8,220,
Rotation 2,1222,2015,12-Jun-15,CZA,DNC,52.555283,-111.23951,1,9,S,       672,8,220,
Rotation 2,1222,2015,08-Jul-15,JAL,DNC,52.555283,-111.23951,2,1,P,       672,DNC,DNC,
Rotation 2,1222,2015,08-Jul-15,JAL,DNC,52.555283,-111.23951,2,1,S,       672,DNC,DNC,
Rotation 2,1222,2015,08-Jul-15,JAL,DNC,52.555283,-111.23951,2,3,P,       672,0,VNA,
Rotation 2,1222,2015,08-Jul-15,JAL,DNC,52.555283,-111.23951,2,3,S,       672,0,VNA,
Rotation 2,1222,2015,08-Jul-15,JAL,DNC,52.555283,-111.23951,2,5,P,       672,0,VNA,
Rotation 2,1222,2015,08-Jul-15,JAL,DNC,52.555283,-111.23951,2,5,S,       672,0,VNA,
Rotation 2,1222,2015,08-Jul-15,JAL,DNC,52.555283,-111.23951,2,7,P,       672,0,VNA,
Rotation 2,1222,2015,08-Jul-15,JAL,DNC,52.555283,-111.23951,2,7,S,       672,0,VNA,
Rotation 2,1222,2015,08-Jul-15,JAL,DNC,52.555283,-111.23951,2,9,P,       672,0,VNA,
Rotation 2,1222,2015,08-Jul-15,JAL,DNC,52.555283,-111.23951,2,9,S,       672,0,VNA,
Rotation 2,1223,2015,13-Jun-15,JAL,DNC,52.49675,-110.988373,1,1,P,       705,0,VNA,
Rotation 2,1223,2015,13-Jun-15,JAL,DNC,52.49675,-110.988373,1,1,S,       705,0,VNA,
Rotation 2,1223,2015,13-Jun-15,JAL,DNC,52.49675,-110.988373,1,2,P,       705,0,VNA,
Rotation 2,1223,2015,13-Jun-15,JAL,DNC,52.49675,-110.988373,1,2,S,       705,0,VNA,
Rotation 2,1223,2015,13-Jun-15,JAL,DNC,52.49675,-110.988373,1,3,P,       705,0,VNA,
Rotation 2,1223,2015,13-Jun-15,JAL,DNC,52.49675,-110.988373,1,3,S,       705,0,VNA,
Rotation 2,1223,2015,13-Jun-15,JAL,DNC,52.49675,-110.988373,1,4,P,       705,0,VNA,
Rotation 2,1223,2015,13-Jun-15,JAL,DNC,52.49675,-110.988373,1,4,S,       705,0,VNA,
Rotation 2,1223,2015,13-Jun-15,JAL,DNC,52.49675,-110.988373,1,5,P,       705,0,VNA,
Rotation 2,1223,2015,13-Jun-15,JAL,DNC,52.49675,-110.988373,1,5,S,       705,0,VNA,
Rotation 2,1223,2015,13-Jun-15,JAL,DNC,52.49675,-110.988373,1,6,P,       705,0,VNA,
Rotation 2,1223,2015,13-Jun-15,JAL,DNC,52.49675,-110.988373,1,6,S,       705,0,VNA,
Rotation 2,1223,2015,13-Jun-15,JAL,DNC,52.49675,-110.988373,1,7,P,       705,0,VNA,
Rotation 2,1223,2015,13-Jun-15,JAL,DNC,52.49675,-110.988373,1,7,S,       705,0,VNA,
Rotation 2,1223,2015,13-Jun-15,JAL,DNC,52.49675,-110.988373,1,8,P,       705,0,VNA,
Rotation 2,1223,2015,13-Jun-15,JAL,DNC,52.49675,-110.988373,1,8,S,       705,0,VNA,
Rotation 2,1223,2015,13-Jun-15,JAL,DNC,52.49675,-110.988373,1,9,P,       705,0,VNA,
Rotation 2,1223,2015,13-Jun-15,JAL,DNC,52.49675,-110.988373,1,9,S,       705,0,VNA,
Rotation 2,1223,2015,10-Jul-15,JAL,DNC,52.49675,-110.988373,2,1,P,       705,DNC,DNC,
Rotation 2,1223,2015,10-Jul-15,JAL,DNC,52.49675,-110.988373,2,1,S,       705,DNC,DNC,
Rotation 2,1223,2015,10-Jul-15,JAL,DNC,52.49675,-110.988373,2,3,P,       705,0,VNA,
Rotation 2,1223,2015,10-Jul-15,JAL,DNC,52.49675,-110.988373,2,3,S,       705,0,VNA,
Rotation 2,1223,2015,10-Jul-15,JAL,DNC,52.49675,-110.988373,2,5,P,       705,0,VNA,
Rotation 2,1223,2015,10-Jul-15,JAL,DNC,52.49675,-110.988373,2,5,S,       705,0,VNA,
Rotation 2,1223,2015,10-Jul-15,JAL,DNC,52.49675,-110.988373,2,7,P,       705,0,VNA,
Rotation 2,1223,2015,10-Jul-15,JAL,DNC,52.49675,-110.988373,2,7,S,       705,0,VNA,
Rotation 2,1223,2015,10-Jul-15,JAL,DNC,52.49675,-110.988373,2,9,P,       705,0,VNA,
Rotation 2,1223,2015,10-Jul-15,JAL,DNC,52.49675,-110.988373,2,9,S,       705,0,VNA,
Rotation 2,1224,2015,17-Jun-15,ASC,DNC,52.503891,-110.730148,1,1,P,       713,0,VNA,
Rotation 2,1224,2015,17-Jun-15,ASC,DNC,52.503891,-110.730148,1,1,S,       713,0,VNA,
Rotation 2,1224,2015,17-Jun-15,ASC,DNC,52.503891,-110.730148,1,2,P,       713,1,310,
Rotation 2,1224,2015,17-Jun-15,ASC,DNC,52.503891,-110.730148,1,2,S,       713,1,310,
Rotation 2,1224,2015,17-Jun-15,ASC,DNC,52.503891,-110.730148,1,3,P,       713,4,286,
Rotation 2,1224,2015,17-Jun-15,ASC,DNC,52.503891,-110.730148,1,3,S,       713,4,286,
Rotation 2,1224,2015,17-Jun-15,ASC,DNC,52.503891,-110.730148,1,4,P,       713,9,172,
Rotation 2,1224,2015,17-Jun-15,ASC,DNC,52.503891,-110.730148,1,4,S,       713,9,172,
Rotation 2,1224,2015,17-Jun-15,ASC,DNC,52.503891,-110.730148,1,5,P,       713,4,314,
Rotation 2,1224,2015,17-Jun-15,ASC,DNC,52.503891,-110.730148,1,5,S,       713,4,314,
Rotation 2,1224,2015,17-Jun-15,ASC,DNC,52.503891,-110.730148,1,6,P,       713,4,42,
Rotation 2,1224,2015,17-Jun-15,ASC,DNC,52.503891,-110.730148,1,6,S,       713,4,42,
Rotation 2,1224,2015,17-Jun-15,ASC,DNC,52.503891,-110.730148,1,7,P,       713,3,316,
Rotation 2,1224,2015,17-Jun-15,ASC,DNC,52.503891,-110.730148,1,7,S,       713,3,316,
Rotation 2,1224,2015,17-Jun-15,ASC,DNC,52.503891,-110.730148,1,8,P,       713,5,90,
Rotation 2,1224,2015,17-Jun-15,ASC,DNC,52.503891,-110.730148,1,8,S,       713,5,90,
Rotation 2,1224,2015,17-Jun-15,ASC,DNC,52.503891,-110.730148,1,9,P,       713,2,73,
Rotation 2,1224,2015,17-Jun-15,ASC,DNC,52.503891,-110.730148,1,9,S,       713,2,73,
Rotation 2,1224,2015,10-Jul-15,JAL,DNC,52.503891,-110.730148,2,1,P,       713,DNC,DNC,
Rotation 2,1224,2015,10-Jul-15,JAL,DNC,52.503891,-110.730148,2,1,S,       713,DNC,DNC,
Rotation 2,1224,2015,10-Jul-15,JAL,DNC,52.503891,-110.730148,2,3,P,       713,0,VNA,
Rotation 2,1224,2015,10-Jul-15,JAL,DNC,52.503891,-110.730148,2,3,S,       713,0,VNA,
Rotation 2,1224,2015,10-Jul-15,JAL,DNC,52.503891,-110.730148,2,5,P,       713,0,VNA,
Rotation 2,1224,2015,10-Jul-15,JAL,DNC,52.503891,-110.730148,2,5,S,       713,0,VNA,
Rotation 2,1224,2015,10-Jul-15,JAL,DNC,52.503891,-110.730148,2,7,P,       713,0,VNA,
Rotation 2,1224,2015,10-Jul-15,JAL,DNC,52.503891,-110.730148,2,7,S,       713,0,VNA,
Rotation 2,1224,2015,10-Jul-15,JAL,DNC,52.503891,-110.730148,2,9,P,       713,0,VNA,
Rotation 2,1224,2015,10-Jul-15,JAL,DNC,52.503891,-110.730148,2,9,S,       713,0,VNA,
Rotation 2,1253,2015,11-Jun-15,JAL,DNC,52.351074,-111.060013,1,1,P,       737,0,VNA,
Rotation 2,1253,2015,11-Jun-15,JAL,DNC,52.351074,-111.060013,1,1,S,       737,0,VNA,
Rotation 2,1253,2015,11-Jun-15,JAL,DNC,52.351074,-111.060013,1,2,P,       737,0,VNA,
Rotation 2,1253,2015,11-Jun-15,JAL,DNC,52.351074,-111.060013,1,2,S,       737,0,VNA,
Rotation 2,1253,2015,11-Jun-15,JAL,DNC,52.351074,-111.060013,1,3,P,       737,0,VNA,
Rotation 2,1253,2015,11-Jun-15,JAL,DNC,52.351074,-111.060013,1,3,S,       737,0,VNA,
Rotation 2,1253,2015,11-Jun-15,JAL,DNC,52.351074,-111.060013,1,4,P,       737,0,VNA,
Rotation 2,1253,2015,11-Jun-15,JAL,DNC,52.351074,-111.060013,1,4,S,       737,0,VNA,
Rotation 2,1253,2015,11-Jun-15,JAL,DNC,52.351074,-111.060013,1,5,P,       737,0,VNA,
Rotation 2,1253,2015,11-Jun-15,JAL,DNC,52.351074,-111.060013,1,5,S,       737,0,VNA,
Rotation 2,1253,2015,11-Jun-15,JAL,DNC,52.351074,-111.060013,1,6,P,       737,5,10,
Rotation 2,1253,2015,11-Jun-15,JAL,DNC,52.351074,-111.060013,1,6,S,       737,5,10,
Rotation 2,1253,2015,11-Jun-15,JAL,DNC,52.351074,-111.060013,1,7,P,       737,5,100,
Rotation 2,1253,2015,11-Jun-15,JAL,DNC,52.351074,-111.060013,1,7,S,       737,5,100,
Rotation 2,1253,2015,11-Jun-15,JAL,DNC,52.351074,-111.060013,1,8,P,       737,0,VNA,
Rotation 2,1253,2015,11-Jun-15,JAL,DNC,52.351074,-111.060013,1,8,S,       737,0,VNA,
Rotation 2,1253,2015,11-Jun-15,JAL,DNC,52.351074,-111.060013,1,9,P,       737,0,VNA,
Rotation 2,1253,2015,11-Jun-15,JAL,DNC,52.351074,-111.060013,1,9,S,       737,0,VNA,
Rotation 2,1253,2015,11-Jul-15,MBO,DNC,52.351074,-111.060013,2,1,P,       737,DNC,DNC,
Rotation 2,1253,2015,11-Jul-15,MBO,DNC,52.351074,-111.060013,2,1,S,       737,DNC,DNC,
Rotation 2,1253,2015,11-Jul-15,MBO,DNC,52.351074,-111.060013,2,3,P,       737,8,356,
Rotation 2,1253,2015,11-Jul-15,MBO,DNC,52.351074,-111.060013,2,3,S,       737,8,356,
Rotation 2,1253,2015,11-Jul-15,MBO,DNC,52.351074,-111.060013,2,5,P,       737,4,274,
Rotation 2,1253,2015,11-Jul-15,MBO,DNC,52.351074,-111.060013,2,5,S,       737,4,274,
Rotation 2,1253,2015,11-Jul-15,MBO,DNC,52.351074,-111.060013,2,7,P,       737,5,102,
Rotation 2,1253,2015,11-Jul-15,MBO,DNC,52.351074,-111.060013,2,7,S,       737,5,102,
Rotation 2,1253,2015,11-Jul-15,MBO,DNC,52.351074,-111.060013,2,9,P,       737,3,184,
Rotation 2,1253,2015,11-Jul-15,MBO,DNC,52.351074,-111.060013,2,9,S,       737,3,184,
Rotation 2,1254,2015,12-Jun-15,MSA,DNC,52.314011,-110.770378,1,1,P,       702,0,VNA,
Rotation 2,1254,2015,12-Jun-15,MSA,DNC,52.314011,-110.770378,1,1,S,       702,0,VNA,
Rotation 2,1254,2015,12-Jun-15,MSA,DNC,52.314011,-110.770378,1,2,P,       702,0,VNA,
Rotation 2,1254,2015,12-Jun-15,MSA,DNC,52.314011,-110.770378,1,2,S,       702,0,VNA,
Rotation 2,1254,2015,12-Jun-15,MSA,DNC,52.314011,-110.770378,1,3,P,       702,0,VNA,
Rotation 2,1254,2015,12-Jun-15,MSA,DNC,52.314011,-110.770378,1,3,S,       702,0,VNA,
Rotation 2,1254,2015,12-Jun-15,MSA,DNC,52.314011,-110.770378,1,4,P,       702,19,315,
Rotation 2,1254,2015,12-Jun-15,MSA,DNC,52.314011,-110.770378,1,4,S,       702,19,315,
Rotation 2,1254,2015,12-Jun-15,MSA,DNC,52.314011,-110.770378,1,5,P,       702,0,VNA,
Rotation 2,1254,2015,12-Jun-15,MSA,DNC,52.314011,-110.770378,1,5,S,       702,0,VNA,
Rotation 2,1254,2015,12-Jun-15,MSA,DNC,52.314011,-110.770378,1,6,P,       702,0,VNA,
Rotation 2,1254,2015,12-Jun-15,MSA,DNC,52.314011,-110.770378,1,6,S,       702,0,VNA,
Rotation 2,1254,2015,12-Jun-15,MSA,DNC,52.314011,-110.770378,1,7,P,       702,0,VNA,
Rotation 2,1254,2015,12-Jun-15,MSA,DNC,52.314011,-110.770378,1,7,S,       702,0,VNA,
Rotation 2,1254,2015,12-Jun-15,MSA,DNC,52.314011,-110.770378,1,8,P,       702,0,VNA,
Rotation 2,1254,2015,12-Jun-15,MSA,DNC,52.314011,-110.770378,1,8,S,       702,0,VNA,
Rotation 2,1254,2015,12-Jun-15,MSA,DNC,52.314011,-110.770378,1,9,P,       702,0,VNA,
Rotation 2,1254,2015,12-Jun-15,MSA,DNC,52.314011,-110.770378,1,9,S,       702,0,VNA,
Rotation 2,1254,2015,13-Jul-15,JAL,DNC,52.314011,-110.770378,2,1,P,       702,DNC,DNC,
Rotation 2,1254,2015,13-Jul-15,JAL,DNC,52.314011,-110.770378,2,1,S,       702,DNC,DNC,
Rotation 2,1254,2015,13-Jul-15,JAL,DNC,52.314011,-110.770378,2,3,P,       702,DNC,DNC,
Rotation 2,1254,2015,13-Jul-15,JAL,DNC,52.314011,-110.770378,2,3,S,       702,DNC,DNC,
Rotation 2,1254,2015,13-Jul-15,JAL,DNC,52.314011,-110.770378,2,5,P,       702,0,VNA,
Rotation 2,1254,2015,13-Jul-15,JAL,DNC,52.314011,-110.770378,2,5,S,       702,0,VNA,
Rotation 2,1254,2015,13-Jul-15,JAL,DNC,52.314011,-110.770378,2,7,P,       702,0,VNA,
Rotation 2,1254,2015,13-Jul-15,JAL,DNC,52.314011,-110.770378,2,7,S,       702,0,VNA,
Rotation 2,1254,2015,13-Jul-15,JAL,DNC,52.314011,-110.770378,2,9,P,       702,0,VNA,
Rotation 2,1254,2015,13-Jul-15,JAL,DNC,52.314011,-110.770378,2,9,S,       702,0,VNA,
Rotation 2,923,2016,04-Jul-16,JJO2,DNC,54.233109,-111.660652,2,1,P,       615,10,12,
Rotation 2,923,2016,04-Jul-16,JJO2,DNC,54.233109,-111.660652,2,1,S,       615,10,12,
Rotation 2,923,2016,04-Jul-16,JJO2,DNC,54.233109,-111.660652,2,3,P,       615,10,190,
Rotation 2,923,2016,04-Jul-16,JJO2,DNC,54.233109,-111.660652,2,3,S,       615,10,190,
Rotation 2,923,2016,04-Jul-16,JJO2,DNC,54.233109,-111.660652,2,5,P,       615,0,VNA,
Rotation 2,923,2016,04-Jul-16,JJO2,DNC,54.233109,-111.660652,2,5,S,       615,0,VNA,
Rotation 2,923,2016,04-Jul-16,JJO2,DNC,54.233109,-111.660652,2,7,P,       615,5,248,
Rotation 2,923,2016,04-Jul-16,JJO2,DNC,54.233109,-111.660652,2,7,S,       615,5,248,
Rotation 2,923,2016,04-Jul-16,JJO2,DNC,54.233109,-111.660652,2,9,P,       615,4,10,
Rotation 2,923,2016,04-Jul-16,JJO2,DNC,54.233109,-111.660652,2,9,S,       615,4,10,
Rotation 2,924,2016,05-Jul-16,JJO2,DNC,54.236469,-111.340385,2,1,P,       628,0,VNA,
Rotation 2,924,2016,05-Jul-16,JJO2,DNC,54.236469,-111.340385,2,1,S,       628,0,VNA,
Rotation 2,924,2016,05-Jul-16,JJO2,DNC,54.236469,-111.340385,2,3,P,       628,0,VNA,
Rotation 2,924,2016,05-Jul-16,JJO2,DNC,54.236469,-111.340385,2,3,S,       628,0,VNA,
Rotation 2,924,2016,05-Jul-16,JJO2,DNC,54.236469,-111.340385,2,5,P,       628,0,VNA,
Rotation 2,924,2016,05-Jul-16,JJO2,DNC,54.236469,-111.340385,2,5,S,       628,0,VNA,
Rotation 2,924,2016,05-Jul-16,JJO2,DNC,54.236469,-111.340385,2,7,P,       628,0,VNA,
Rotation 2,924,2016,05-Jul-16,JJO2,DNC,54.236469,-111.340385,2,7,S,       628,0,VNA,
Rotation 2,924,2016,05-Jul-16,JJO2,DNC,54.236469,-111.340385,2,9,P,       628,0,VNA,
Rotation 2,924,2016,05-Jul-16,JJO2,DNC,54.236469,-111.340385,2,9,S,       628,0,VNA,
Rotation 2,956,2016,07-Jul-16,JJO2,DNC,54.045712,-111.691193,2,1,P,       644,10,72,
Rotation 2,956,2016,07-Jul-16,JJO2,DNC,54.045712,-111.691193,2,1,S,       644,10,72,
